"sites" "long" "lat" "j.site" "a.exp" "b.exp" "r2.exp" "aic.exp" "a.pow" "b.pow" "r2.pow" "aic.pow" "mean.sing.value"
"2532" "Loc_50180" 49.96441282 45.45 1291 0.139551568356007 3.56577318811597e-05 0.661167639027454 -33884.1561928003 -1.7192261844817 0.161917588527763 0.573884231733733 -30890.5019664054 0.330488914627944
"2533" "Loc_50181" 51.24555161 45.45 1292 0.208882958239609 4.41266641007793e-05 0.598427673889983 -28906.3080818583 -2.4019586153562 0.204298830097949 0.581464026911941 -28365.9067707139 0.418283712799785
"2534" "Loc_50182" 52.5266904 45.45 1293 0.210990654464122 4.05634661637824e-05 0.565618359811302 -28697.7000858405 -2.08370276919644 0.190444414655123 0.552124662039248 -28298.1454546001 0.406037039348144
"2535" "Loc_50183" 53.80782919 45.45 1294 0.222883784160924 4.34623803838573e-05 0.526684201686059 -25871.0805153433 -2.41155080188426 0.206225853894957 0.537502189070474 -26173.0637867541 0.426245335082217
"2536" "Loc_50184" 55.08896798 45.45 1295 0.237379558562517 5.11854616679847e-05 0.527308313835033 -23722.8500825783 -3.26605175680368 0.240384371025607 0.55956440959422 -24645.9902552668 0.464862869723671
"2537" "Loc_50185" 56.37010677 45.45 1296 0.239137701856481 5.2444291726879e-05 0.52543513574548 -23301.1684357819 -3.44781091704541 0.246492289107417 0.564050102621098 -24409.6683898096 0.470601047350744
"2538" "Loc_50186" 57.65124556 45.45 1297 0.224929373367272 5.55613710024963e-05 0.554833617196163 -23209.9325999245 -3.7024783166157 0.253211291484848 0.564980358417578 -23511.0790724575 0.471876927631965
"2539" "Loc_50187" 58.93238435 45.45 1298 0.223775228245119 5.63775678986856e-05 0.557654105256445 -23093.1542649812 -3.84790309280216 0.257224748392427 0.572688831873309 -23544.7992632206 0.474086243866419
"2540" "Loc_50188" 60.21352314 45.45 1299 0.212026167915089 5.23945506789393e-05 0.534513935153364 -22599.9239994554 -3.53267827124131 0.244652751921726 0.55749508872925 -23261.2102279573 0.452434427953641
"2541" "Loc_50189" 61.49466193 45.45 1300 0.212503695059219 5.15124315218822e-05 0.546677170620719 -23473.613608546 -3.43476512352762 0.241530178879662 0.569566808585949 -24150.3353105443 0.449908865629091
"2542" "Loc_50190" 62.77580072 45.45 1301 0.210003142824167 5.17711216979388e-05 0.548514626803588 -23370.1013973425 -3.49374256304706 0.242919765008473 0.572128090002952 -24071.7265784944 0.449404448637601
"2543" "Loc_50191" 64.05693951 45.45 1302 0.213741123637948 5.46726816119841e-05 0.495455302683163 -20196.1394953604 -4.06889044290959 0.259702352202464 0.553589820915142 -21795.0438630049 0.462283376848967
"2544" "Loc_50192" 65.3380783 45.45 1303 0.211075080132269 5.3818500815659e-05 0.506332909752376 -20861.8661409388 -3.96100656516219 0.256174360493031 0.562609240839993 -22442.6964701508 0.457836399915279
"2545" "Loc_50193" 66.61921709 45.45 1304 0.230456454913638 4.80563669987596e-05 0.516002107277418 -23711.9606555718 -3.24350916977844 0.236509712742334 0.580470245351516 -25578.9796754564 0.451199739495409
"2546" "Loc_50194" 67.90035587 45.45 1305 0.222921669645615 4.57213687572911e-05 0.540034662824716 -25436.3968513824 -2.97226081543553 0.225902751057444 0.597463129766271 -27178.2697623685 0.437575474021061
"2547" "Loc_50195" 69.18149467 45.45 1306 0.222788896232744 4.56462357789325e-05 0.540697388352325 -25455.2289223292 -2.97667987261093 0.225975093110569 0.598538859957194 -27213.2203971416 0.437575474021061
"2548" "Loc_50196" 70.46263346 45.45 1307 0.229631129872358 5.02096236837633e-05 0.553026239381131 -24823.5534412876 -3.44666530016692 0.24354265410369 0.611383073067643 -26650.8630567422 0.459532574597556
"2549" "Loc_50197" 71.74377225 45.45 1308 0.22467565674101 4.90009520405904e-05 0.556995594937464 -25189.6764525905 -3.32089759648076 0.23855015269094 0.611804592889845 -26914.6541416257 0.452132693775577
"2550" "Loc_50198" 73.02491104 45.45 1309 0.218409326276044 4.63624084486552e-05 0.570822233823476 -26487.4969770007 -2.98200038717157 0.226093242656072 0.611506047950934 -27788.2890417922 0.438392536308205
"2551" "Loc_50199" 74.30604982 45.45 1310 0.237316099261115 5.10774878859218e-05 0.527336458318766 -23402.3872351903 -3.56764241488493 0.248574728442271 0.587732361889752 -25187.9704094221 0.469294036264495
"2552" "Loc_50200" 75.58718862 45.45 1311 0.238023914893549 5.07997750034209e-05 0.524508582412283 -23324.4780361294 -3.53431160576069 0.247642342680035 0.583568145396883 -25056.7062059735 0.469294036264495
"2553" "Loc_50201" 76.86832741 45.45 1312 0.216369619893929 4.90791416309145e-05 0.51574852211965 -22561.5417518921 -3.45639375555293 0.24106991300365 0.569893114930203 -24110.1924427207 0.448476047840412
"2554" "Loc_50202" 78.1494662 45.45 1313 0.194683969027304 5.53256070481938e-05 0.499032936319157 -19165.4633113165 -4.31447136245578 0.263211945472659 0.545558245505659 -20438.5268870133 0.456797751497418
"2555" "Loc_50203" 79.43060499 45.45 1314 0.191252989991717 5.81625127568577e-05 0.486052691606262 -17690.6461404647 -4.83545651146167 0.275802155438841 0.540277491352749 -19146.9173645374 0.465112190407306
"2556" "Loc_50204" 80.71174378 45.45 1315 0.207543341239775 6.17406129132509e-05 0.488217758971702 -17562.0951146684 -5.14583516803228 0.286928957750936 0.538424318506621 -18910.6850729464 0.48854004036426
"2557" "Loc_50205" 81.99288257 45.45 1316 0.218663941879675 5.15909174506076e-05 0.506201359653204 -21315.0559011991 -3.65395657493219 0.24849340836279 0.54771673923163 -22462.0619080839 0.461422328513757
"2558" "Loc_50206" 83.27402135 45.45 1317 0.215071611869277 5.17686312016234e-05 0.529887995385418 -22136.4888742424 -3.66906518344919 0.248545661139138 0.559028921130946 -22972.2842263584 0.460384240865469
"2559" "Loc_50207" 84.55516015 45.45 1318 0.214043200511383 4.90068518387126e-05 0.528624662577475 -22819.2110262621 -3.37809429792251 0.238801170494835 0.557768252964585 -23652.7720418374 0.450100252721169
"2560" "Loc_50208" 85.83629894 45.45 1319 0.231236405029945 4.32295631455019e-05 0.518626362319329 -24818.2294739246 -2.72243505775536 0.218009289102763 0.552736250154221 -25778.1515489455 0.440921974745872
"2561" "Loc_50209" 87.11743773 45.45 1320 0.255259117622662 3.51302083100009e-05 0.460590452442933 -26071.0930247605 -1.83680503596392 0.183712645943445 0.484239713997683 -26656.6570382345 0.427191224832649
"2562" "Loc_50210" 88.39857652 45.45 1321 0.249959049388442 3.28882140475809e-05 0.444887148170579 -26225.0311271872 -1.68204181662516 0.174589113863527 0.46965100590491 -26821.0850186616 0.414272442290912
"2563" "Loc_50211" 89.67971531 45.45 1322 0.251632508437053 3.24599697452779e-05 0.436333053925395 -26025.3006666078 -1.64759193900136 0.173021944189443 0.460232144230313 -26591.1607271571 0.414272442290912
"2564" "Loc_50212" 90.9608541 45.45 1323 0.249020732806792 3.84066547965704e-05 0.477560821044875 -25346.8725081973 -2.41054743465852 0.206784581917498 0.551205310652262 -27331.4007105723 0.437201377678573
"2565" "Loc_50213" 92.24199288 45.45 1324 0.250321840596733 3.80193155833109e-05 0.470893511726796 -25181.2441447483 -2.38435142885877 0.205800223940016 0.544573546032992 -27139.8125543774 0.437201377678573
"2566" "Loc_50214" 93.52313168 45.45 1325 0.249560962221781 3.68625703441117e-05 0.46406533675865 -25283.1025123397 -2.26954861266691 0.200765260107982 0.534222075910607 -27115.6038341656 0.432523913122719
"2567" "Loc_50215" 94.80427047 45.45 1326 0.244701916235283 3.35225660769851e-05 0.450219036344185 -25990.2008868878 -1.92188095415056 0.184289219415041 0.507386976773472 -27424.2468077833 0.415441633720248
"2568" "Loc_50216" 96.08540926 45.45 1327 0.246179702057832 3.31232353732179e-05 0.442162248267791 -25800.1868259339 -1.89387037958207 0.183089512406251 0.498880296647402 -27200.628403781 0.415441633720248
"2569" "Loc_50217" 97.36654805 45.45 1328 0.232471925238445 3.00017963241354e-05 0.443782175542594 -27016.712260668 -1.51997904820245 0.162473000864424 0.459254795758213 -27385.1864767321 0.391567925168743
"2570" "Loc_50218" 98.64768684 45.45 1329 0.203147850196234 2.58140054132114e-05 0.390135013847494 -25975.8846862854 -1.20598414382149 0.139306416577807 0.382512016703381 -25813.640819275 0.348732606823713
"2571" "Loc_50219" 99.92882562 45.45 1330 0.204901189915993 2.54188479633971e-05 0.380270442430573 -25766.3132755812 -1.17414652066747 0.137567637651104 0.371652606055144 -25585.9408239686 0.348732606823713
"2572" "Loc_50220" 101.2099644 45.45 1331 0.205359142612017 2.66337714739254e-05 0.395498659127402 -25689.6721669498 -1.31455236109992 0.14588484725322 0.398657738353017 -25758.1069591172 0.35561189651899
"2573" "Loc_50221" 102.4911032 45.45 1332 0.205841874855605 2.47482388499746e-05 0.394068572688913 -27167.0702158325 -1.20168353977293 0.138595829880788 0.410022976775035 -27515.579895393 0.347165859689385
"2574" "Loc_50222" 103.772242 45.45 1333 0.200443665440309 2.4451195186284e-05 0.349122302465519 -24553.5995504933 -1.10719428619318 0.132559766417249 0.336739927724238 -24307.459478114 0.341789242315844
"2575" "Loc_50223" 105.0533808 45.45 1334 0.204970602373701 2.49888099976825e-05 0.342153946960953 -23921.7185517575 -1.21610480650452 0.139469028283168 0.35141124794771 -24106.8202214556 0.348735194848014
"2576" "Loc_50224" 106.3345196 45.45 1335 0.206751926179752 2.45934516446776e-05 0.332539183160644 -23732.2067699362 -1.18166454163655 0.13760092446653 0.341429040053259 -23907.3340368431 0.348735194848014
"2577" "Loc_50225" 107.6156584 45.45 1336 0.208526794651718 2.42009890899188e-05 0.322965014219533 -23546.1885852131 -1.14624323486035 0.135652026114139 0.331090608081562 -23703.8914926365 0.348735194848014
"2578" "Loc_50226" 108.8967972 45.45 1337 0.210292306971432 2.38120380966241e-05 0.313439949030898 -23363.7166686025 -1.11079412491192 0.133670263777314 0.320492571562135 -23498.5784125161 0.348735194848014
"2579" "Loc_50227" 110.1779359 45.45 1338 0.212046227613459 2.34270987140812e-05 0.303970773311501 -23184.8076608496 -1.07591946118182 0.13168756128286 0.3097088030388 -23292.9281688751 0.348735194848014
"2580" "Loc_50228" 111.4590747 45.45 1339 0.215057069642738 2.31247292890388e-05 0.295911475959961 -23068.9572441636 -1.04664701055803 0.130239951469285 0.300776531041288 -23159.5183443433 0.350190420439413
"2581" "Loc_50229" 112.7402135 45.45 1340 0.199353047529314 2.11637095640061e-05 0.26029702542221 -22043.6313154554 -0.907264820298951 0.118175872703149 0.253721041243204 -21928.0316730697 0.327268099077599
"2582" "Loc_50230" 114.0213523 45.45 1341 0.201168875946103 2.07899313845036e-05 0.251175805154171 -21883.5620181258 -0.87619476244399 0.116228719548509 0.243510719972723 -21750.5471418085 0.327268099077599
"2583" "Loc_50231" 115.3024911 45.45 1342 0.192180975798043 1.93654998150246e-05 0.254169440829956 -23468.8508425625 -0.848306817406031 0.111946414621855 0.260975786210148 -23588.5909023531 0.312275012136968
"2584" "Loc_50232" 116.5836299 45.45 1343 0.19895776857428 1.9488824576399e-05 0.255049806089814 -23679.3062877508 -0.850609965315693 0.113159808307809 0.264353842549574 -23843.4585493319 0.319192688192637
"2585" "Loc_50233" 117.8647687 45.45 1344 0.206519362155301 1.68286424754429e-05 0.252031419483609 -27393.8506014412 -0.900161104122381 0.114758909604749 0.358225802731444 -29393.8090201971 0.311134710545222
"2586" "Loc_50234" 119.1459075 45.45 1345 0.207135648989171 1.66623126940692e-05 0.24616475201497 -27291.8067364269 -0.897601373551783 0.114525608367304 0.354097868048857 -29310.068815682 0.311134710545222
"2587" "Loc_50235" 120.4270463 45.45 1346 0.207755244075199 1.64965500410982e-05 0.240265834646697 -27189.9995128349 -0.893574504385081 0.114202239290762 0.349085611449948 -29209.1055592897 0.311134710545222
"2588" "Loc_50236" 121.7081851 45.45 1347 0.226363737961555 2.11290134198593e-05 0.304126322490787 -26889.888689457 -1.2224788755176 0.139380131365809 0.422740283868614 -29330.6743776437 0.353060197250817
"2589" "Loc_50237" 122.9893238 45.45 1348 0.2305625188939 2.12237026815781e-05 0.301603111979017 -26882.8399346573 -1.23692241351643 0.140799631529284 0.422870912237057 -29373.8545546119 0.357568762735643
"2590" "Loc_50238" 124.2704626 45.45 1349 0.235008518663446 2.1328943583834e-05 0.299219215621562 -26889.5936105118 -1.24748782137505 0.142064617572043 0.421555992848385 -29395.3904428758 0.362334225844846
"2591" "Loc_50239" 125.5516014 45.45 1350 0.241210270293153 2.36457438719848e-05 0.309384366164048 -25685.470241524 -1.40693854305037 0.152900712154202 0.417618868355855 -27911.8264110141 0.380099516801021
"2592" "Loc_50240" 126.8327402 45.45 1351 0.253505323686222 2.49314140103531e-05 0.31348299525976 -25447.4222176514 -1.52819325752101 0.16149371611232 0.428137387327952 -27834.0877457411 0.397171131760924
"2593" "Loc_50241" 128.113879 45.45 1352 0.258333597557835 2.62232825515056e-05 0.324853937319135 -25495.6251713897 -1.66742035048507 0.169472304743803 0.44669237312936 -28094.9590739011 0.408033510924469
"2594" "Loc_50242" 129.3950178 45.45 1353 0.258124432682258 2.61392114965527e-05 0.320219286519445 -25406.2721358607 -1.6776484860205 0.169753629606591 0.440383394329217 -27946.8762981074 0.408033510924469
"2595" "Loc_50243" 130.6761566 45.45 1354 0.257927090151316 2.60536151327198e-05 0.31545131824133 -25314.9823235583 -1.68587647711464 0.169944980281547 0.432961228976032 -27774.7876433208 0.408033510924469
"2596" "Loc_50244" 131.9572954 45.45 1355 0.263281215789541 2.88729828233203e-05 0.311003759701486 -23419.7981128369 -1.97814614011501 0.18504882576615 0.42036744924933 -25677.2802215763 0.42667699110653
"2597" "Loc_50245" 133.2384342 45.45 1356 0.262876927215139 2.88072087460576e-05 0.306715994735739 -23338.7687007203 -1.99272505971982 0.185421298850706 0.412438910761191 -25499.8353993224 0.42667699110653
"2598" "Loc_50246" 134.519573 45.45 1357 0.238639865392687 1.91356375829726e-05 0.22392611586515 -25160.2633489197 -1.13121920830123 0.134216443633642 0.312349332132438 -26740.2103106369 0.357300352825584
"2599" "Loc_50247" 135.8007117 45.45 1358 0.248098120651369 1.89125897868979e-05 0.226985937679601 -25923.7251078225 -1.06969026824299 0.132070985480234 0.301980653173054 -27256.6056487049 0.364531064742191
"2600" "Loc_50248" 137.0818505 45.45 1359 0.247884962578298 1.88647857990864e-05 0.223173461560156 -25859.4670789503 -1.10533410236087 0.133858861293943 0.298986221577861 -27200.6951343901 0.364531064742191
"2601" "Loc_50249" 138.3629893 45.45 1360 0.237787150798033 1.52294634536104e-05 0.173879650597877 -26203.4209265507 -0.804023583637382 0.111434905189489 0.230654493646061 -27133.3680802607 0.33544552590312
"2602" "Loc_50252" 142.2064057 45.45 1361 0.262101737190558 1.24405677796799e-05 0.122423665150032 -26752.3334314452 -0.59630566467801 0.0984867723570908 0.16934823539025 -27470.0783735044 0.341377486617792
"2603" "Loc_51045" -123.7894737 44.55 1362 0.158533728497938 4.05021982047222e-05 0.541906239898983 -31427.7068636024 -2.86303552808573 0.21208220300671 0.570989728919923 -32284.4172845968 0.440325315355742
"2604" "Loc_51046" -122.5263158 44.55 1363 0.160860204085044 4.48527064698299e-05 0.566908944441036 -30874.9553986957 -3.14872110779064 0.225013567563363 0.590321175398177 -31600.8139142404 0.464667075582547
"2605" "Loc_51047" -121.2631579 44.55 1364 0.155281815103551 4.80303183484063e-05 0.58984577988311 -30561.7472118944 -3.36106215594205 0.233262656467517 0.604234833178861 -31028.1844301291 0.477008535051224
"2606" "Loc_51048" -120 44.55 1365 0.165048734752685 4.44045068577729e-05 0.57992070543338 -31403.4227636996 -2.89981136338341 0.218394620996451 0.607697034087852 -32296.9137124065 0.464167436716706
"2607" "Loc_51049" -118.7368422 44.55 1366 0.168089568888284 4.87980371846117e-05 0.59386394309348 -30421.0938522753 -3.24511556145429 0.232921234207424 0.609123411547452 -30921.2823410344 0.487836549879083
"2608" "Loc_51050" -117.4736843 44.55 1367 0.129066257501693 5.56228034596075e-05 0.658048316234054 -30347.2289548849 -3.77768468043106 0.24817003517307 0.61066381185515 -28652.2539315187 0.497243918129134
"2609" "Loc_51051" -116.2105264 44.55 1368 0.131414539179554 5.45329550477464e-05 0.659023335126086 -30570.4172110303 -3.62662658492003 0.243797736170802 0.614993387218973 -28984.2049093608 0.492833130677471
"2610" "Loc_51052" -114.9473685 44.55 1369 0.177226903120457 2.96944491513369e-05 0.497628531292203 -34190.4476856787 -1.5820286933941 0.158740256173366 0.590317247223698 -36854.3266287369 0.388908638709039
"2611" "Loc_51053" -113.6842106 44.55 1370 0.192398579523298 3.14208800618289e-05 0.510617596654329 -34104.9342536604 -1.64895215763447 0.165516385093038 0.599640475678765 -36727.338036784 0.409876646181205
"2612" "Loc_51054" -112.4210527 44.55 1371 0.180804503225893 3.79187053418958e-05 0.584914645502107 -33838.8605207862 -2.15402733169369 0.190269372561917 0.645805290870342 -35910.8234043993 0.437631372114874
"2613" "Loc_51055" -111.1578948 44.55 1372 0.195865147797557 3.51283514911532e-05 0.579811981412783 -35130.474262354 -1.79188451188046 0.175836148081798 0.617477395100078 -36357.0918748292 0.432560195535106
"2614" "Loc_51056" -109.8947369 44.55 1373 0.169630398011802 3.05580060660553e-05 0.572896166347649 -36434.0914335564 -1.50390243099817 0.155307545788088 0.610701894032499 -37644.6079588426 0.387120307684316
"2615" "Loc_51057" -108.631579 44.55 1374 0.171221222468491 3.04213241483894e-05 0.573231079426209 -36444.3372223388 -1.48151484607596 0.154376555308015 0.608296591972268 -37564.1580519687 0.387120307684316
"2616" "Loc_51058" -107.3684211 44.55 1375 0.168784267438728 3.56531824858465e-05 0.61771260948288 -35655.4010653795 -1.90288268861396 0.177033966553638 0.650784422478987 -36837.2024645808 0.415168225322957
"2617" "Loc_51059" -106.1052632 44.55 1376 0.172326341137082 3.56125227463093e-05 0.616488485688051 -35596.9824744431 -1.89276409300789 0.177064467885692 0.649664585895373 -36778.7237700026 0.417015868397616
"2618" "Loc_51060" -104.8421053 44.55 1377 0.149508791141608 3.68951888677528e-05 0.657584857320299 -36521.5484867067 -2.0716523017229 0.182041035160409 0.691677566365883 -37891.3570480169 0.407764949649763
"2619" "Loc_51061" -103.5789474 44.55 1378 0.139826335615125 3.79515729698069e-05 0.658039578204788 -35658.8015660513 -2.1951095267827 0.186249433177404 0.689108959393054 -36902.8945413704 0.406538056542626
"2620" "Loc_51062" -102.3157895 44.55 1379 0.139170204520851 3.23071597721552e-05 0.64692435446666 -37998.9057709697 -1.77096879319822 0.164338977164424 0.704259178247058 -40313.3000644087 0.372829482861315
"2621" "Loc_51063" -101.0526316 44.55 1380 0.112199667021277 3.01627798776771e-05 0.65495079178797 -38808.6111218779 -1.62850455535765 0.152749565613963 0.689075001832514 -40168.722532648 0.339400749627661
"2622" "Loc_51064" -99.78947367 44.55 1381 0.113867289408885 3.00296969883187e-05 0.652491574534045 -38715.8535808657 -1.61841818946888 0.15236264683105 0.684876519394978 -39993.5373734076 0.339400749627661
"2623" "Loc_51065" -98.52631579 44.55 1382 0.15939096932983 1.43055416278842e-05 0.196731853349748 -29500.9049668904 -0.718571488282584 0.0946488589193322 0.314314075115275 -31568.0550937346 0.270191732611171
"2624" "Loc_51066" -97.26315789 44.55 1383 0.178149417286456 1.487193324953e-05 0.206693745737587 -29958.8101794551 -0.753572362109857 0.0999895556894615 0.339973638406079 -32361.1142684143 0.290205214351003
"2625" "Loc_51067" -96 44.55 1384 0.181646666036783 1.4911280662109e-05 0.207617259765738 -30003.246895513 -0.768882188508527 0.10145962234984 0.346458676186586 -32519.301835034 0.293290023471064
"2626" "Loc_51068" -94.7368421 44.55 1385 0.187052408438271 1.19640123933559e-05 0.144906688825631 -29444.6965914476 -0.590958352991981 0.0872539650340631 0.267509079618186 -31466.0124248592 0.277338177721903
"2627" "Loc_51069" -93.47368421 44.55 1386 0.163324010688086 3.67812930375399e-05 0.553496237018199 -30689.9788716728 -2.38300906425935 0.194169305834845 0.634503210556005 -33304.664809308 0.412720046470127
"2628" "Loc_51070" -92.21052631 44.55 1387 0.174371980482493 3.74504639218929e-05 0.547909605995405 -30404.8971591328 -2.49152723412446 0.199813937103676 0.640529309956696 -33399.124911523 0.423612573572219
"2629" "Loc_51071" -90.94736842 44.55 1388 0.187900470860784 3.97745448121929e-05 0.507374356318348 -27580.6449145522 -2.7066056172123 0.21066631848441 0.587865862017412 -29910.736041419 0.444683379188322
"2630" "Loc_51072" -89.68421052 44.55 1389 0.227889000562303 2.54242432959697e-05 0.320849270447685 -27355.5669266394 -1.52731803667335 0.158652561106411 0.463468097063904 -30434.267515828 0.395907358028196
"2631" "Loc_51073" -88.42105263 44.55 1390 0.249946515498399 2.15846592662562e-05 0.245497454729152 -26764.3943941353 -1.28490406498951 0.146580841874617 0.407651407911746 -29924.6777356796 0.391131209488886
"2632" "Loc_51074" -87.15789473 44.55 1391 0.207429484164849 1.7116544860724e-05 0.232455161821766 -29299.8110478673 -1.07412859917673 0.124934842602333 0.421324922008475 -32988.9656859674 0.32843377203257
"2633" "Loc_51075" -85.89473684 44.55 1392 0.212804934163609 2.14609772913947e-05 0.318102701650646 -30086.6954626226 -1.37155957218518 0.145152589069534 0.503555297021484 -34232.3476881519 0.359700586294165
"2634" "Loc_51076" -84.63157894 44.55 1393 0.209989178376833 2.1243872901968e-05 0.31592927650903 -30033.8828796766 -1.37515982547084 0.144660596734108 0.499000406716667 -34101.809955842 0.35581436302985
"2635" "Loc_51077" -83.36842105 44.55 1394 0.209661413817511 2.12669733470554e-05 0.314386417596846 -29878.9061294382 -1.40221667132005 0.145861657971378 0.496847289397918 -33920.2466847641 0.355408112367769
"2636" "Loc_51078" -82.10526316 44.55 1395 0.212923530784357 2.09396503030707e-05 0.307819609635145 -29879.9551786372 -1.39441385368039 0.145578715263164 0.490084681918852 -33871.4220178579 0.35581436302985
"2637" "Loc_51079" -80.84210526 44.55 1396 0.21445842373093 2.07769936221495e-05 0.303395890266279 -29796.7480373068 -1.40253110628834 0.145961381807878 0.484009294034659 -33716.7264279738 0.35581436302985
"2638" "Loc_51080" -79.57894737 44.55 1397 0.214352899286909 2.07695196557407e-05 0.300850411055691 -29623.5564547944 -1.42530003319777 0.14694408019615 0.478090401201787 -33442.2053746875 0.355408112367769
"2639" "Loc_51081" -78.31578947 44.55 1398 0.205201293882524 1.98024143639031e-05 0.288170801721749 -29472.2586122696 -1.36607842376927 0.141853592406965 0.454272250353897 -32942.7983828316 0.341706750012066
"2640" "Loc_51082" -77.05263158 44.55 1399 0.210143665026829 1.51391539155321e-05 0.196430276106846 -28960.9829779217 -1.03413415702783 0.120838543188285 0.359762962308613 -31928.7749390489 0.31629767747456
"2641" "Loc_51083" -75.78947368 44.55 1400 0.150907723191561 1.69782894073087e-05 0.455014250948595 -40251.5227174941 -1.10013892977617 0.118226395040573 0.618977217675441 -44926.0608387801 0.277391307016338
"2642" "Loc_51084" -74.52631579 44.55 1401 0.155392780230083 1.68552525120954e-05 0.446960194816591 -40113.0927268715 -1.11425441701806 0.119389809143397 0.611100386157871 -44711.9848645501 0.280126478491851
"2643" "Loc_51085" -73.2631579 44.55 1402 0.143246651926807 2.07677954473898e-05 0.490072511643491 -37381.2126550242 -1.42144544818384 0.136869082274065 0.58202613443106 -39978.3876451432 0.2956103306324
"2644" "Loc_51086" -72 44.55 1403 0.135380310041143 1.5910869223088e-05 0.439710778031807 -40306.8165486212 -1.10255408468195 0.115107847133778 0.579848034052101 -44066.2510171021 0.256040551153305
"2645" "Loc_51087" -70.7368421 44.55 1404 0.146444931626414 1.59846100753789e-05 0.429789427124514 -40022.6407535127 -1.14884249335867 0.118989447620169 0.578120167020919 -43957.7267662988 0.265812750545064
"2646" "Loc_51088" -69.47368421 44.55 1405 0.135326457647786 1.46188283564511e-05 0.432465796155077 -41753.2166185742 -1.05498798600296 0.111142585412463 0.571971540739262 -45437.872721394 0.246503376529853
"2647" "Loc_51089" -68.21052632 44.55 1406 0.136565529576005 1.44986401540842e-05 0.425516567082224 -41594.2611028533 -1.09271528090511 0.113156474576808 0.564822261495727 -45221.5191511739 0.246503376529853
"2648" "Loc_51090" -66.94736842 44.55 1407 0.137826634750506 1.43753818864776e-05 0.418435123579095 -41434.2472181381 -1.13900253121377 0.115579713264105 0.558311216095373 -45027.5504574549 0.246503376529853
"2653" "Loc_51142" -1.26315789 44.55 1408 0.27724074679883 3.1858965717509e-05 0.28337156542986 -21381.527553082 -1.83823948762971 0.18355909025656 0.33247138630391 -22308.5350008059 0.433034475480655
"2654" "Loc_51143" 0 44.55 1409 0.260972701429707 3.09936114914265e-05 0.320193783449518 -23796.1280662867 -1.79782738369065 0.178670927326922 0.389998233074393 -25211.2342336357 0.415931415320905
"2655" "Loc_51144" 1.2631579 44.55 1410 0.268226870029794 3.05626968634284e-05 0.337102248933162 -25278.3625833761 -1.7112876030511 0.175879335175163 0.413980349661967 -26888.3585474572 0.419294630790214
"2656" "Loc_51145" 2.52631579 44.55 1411 0.281548369814786 3.41012006515165e-05 0.27614686715798 -19721.0100653515 -1.94347868449956 0.190417929633148 0.32938324080253 -20718.7488876878 0.443898918786516
"2657" "Loc_51146" 3.78947369 44.55 1412 0.280208681176869 3.56859020855128e-05 0.26679791311972 -18746.2849301612 -2.33440495750546 0.205865842400361 0.362014332116371 -20563.1424307404 0.448440607214585
"2658" "Loc_51147" 5.05263158 44.55 1413 0.28051944921859 3.40698232325327e-05 0.303121886797715 -21812.36056591 -2.04983425090833 0.194349794286918 0.39862402669046 -23737.4240141122 0.441735356999195
"2659" "Loc_51148" 6.31578948 44.55 1414 0.29724269674838 3.4300159441229e-05 0.260007100448271 -19249.7656991091 -1.96513092455519 0.194050670485219 0.3341558643372 -20628.811101171 0.455174921334654
"2660" "Loc_51149" 7.57894737 44.55 1415 0.265538593140705 3.71236424320242e-05 0.295423854656975 -19189.492772794 -2.39765599257867 0.206980821276319 0.389522806339111 -21061.8586147915 0.441281000741067
"2661" "Loc_51150" 8.84210527 44.55 1416 0.285203601839378 3.65566442401727e-05 0.278962758371224 -19089.8982675522 -2.30970276640827 0.206664425752292 0.377991681782694 -21019.4954394153 0.453541286377161
"2662" "Loc_51151" 10.10526316 44.55 1417 0.277511162483719 3.21688754283748e-05 0.330180846635106 -24080.7691814839 -1.56075303345766 0.172264468009714 0.387536001079461 -25249.9584529496 0.429836096714666
"2663" "Loc_51152" 11.36842105 44.55 1418 0.230592102061094 3.09782485022962e-05 0.430596070077307 -28532.1630260772 -1.44139380854157 0.158549305713543 0.457799259903719 -29171.5482765878 0.387246195454464
"2664" "Loc_51153" 12.63157895 44.55 1419 0.21589039946627 2.96166674130396e-05 0.489970175403048 -31927.3883782306 -1.29396280376273 0.148085298164482 0.493610837571223 -32020.9539108311 0.369049310970183
"2665" "Loc_51154" 13.89473684 44.55 1420 0.290403091377432 4.0885943066405e-05 0.309783957613866 -18846.1690387853 -2.46574875721164 0.216409167207604 0.38718640856797 -20399.6947430644 0.471799619162275
"2666" "Loc_51155" 15.15789473 44.55 1421 0.328160753003038 3.87295050377814e-05 0.255144394834752 -17781.2972547005 -2.2690155276653 0.214287436360393 0.343902170420089 -19438.4831091805 0.491932369747642
"2667" "Loc_51156" 16.42105263 44.55 1422 0.305702484304043 4.10946782198272e-05 0.269007313753571 -16672.1486893201 -2.50910125432745 0.220587647242061 0.34773310224088 -18160.4447284987 0.483031229637333
"2668" "Loc_51157" 17.68421052 44.55 1423 0.25654896464624 3.57227188475452e-05 0.326993919716804 -20584.9178827742 -1.99657084025738 0.190113702848365 0.387949240307856 -21824.9180484836 0.425322504994907
"2669" "Loc_51158" 18.94736842 44.55 1424 0.268280002235202 2.99781895933136e-05 0.269406151891815 -20935.5924465866 -1.52821376847957 0.167664725169848 0.341653433787559 -22295.5848095238 0.410879595784284
